Grade,Chapter,Topic Nos.,Topic,Subtopic Nos.,"Skill (Reading, Listening, Speaking, Writing, Language)",Domain & Axis,Standard , Learning Objectives Nos., Learning Objectives ," Linguistic Concepts (Grammar, Spelling, Rhetoric)",Saal Practice,Saal Lessons,,,,,,,,,,,,,,
Grade 7,الوحدة الثانية,2.5,كتابَة تَّقريٍر بَحثِّي,2.5.1,الكتابة,الكتابة/البحث عن المعلومات,أن يبحث المتعلم عن المعلومات ويطبقها في موضوعات كتابية تستند إلى أغراض محددة تظهر فهمه بالمادة التي يبحث عنها وتتناسب مع غرض الكتابة وطبيعتها.,G7.4.1.1.2," يحدد الاقتباسات والبيانات الملائمة ليدمجها في أعماله الكتابية، ويوثقها توثيًقا صحيًحا. ",,,,,,,,,,,,,,,,,
Grade 7,الوحدة الثانية,2.5,كتابَة تَّقريٍر بَحثِّي,2.5.1,الكتابة,الكتابة/انتاج الأعمال الكتابية ونشرها,"أن يكتب المتعلم نصوصا تعبر عن  فكرة مركزية تظهر مقدرة على التركيز والتنظيم وتدل على وعي كامل بالمتلقي في علاقته بغرض وبموضوع الكتابة، مطورا مهاراته الكتابية من خلال مراحل الكتابة (ما قبل الكتابة، المسودة، المراجعة)، لتحرير النص.
",G7.4.2.3.2, يدعم وجهة نظره وأفكاره بالافتراضات والحكايات والنوادر والحقائق والإحصائيات والأمثلة.,,,,,,,,,,,,,,,,,
Grade 7,الوحدة الثانية,2.5,كتابَة تَّقريٍر بَحثِّي,2.5.1,الكتابة,الكتابة/البحث عن المعلومات,أن يبحث المتعلم عن المعلومات ويطبقها في موضوعات كتابية تستند إلى أغراض محددة تظهر فهمه بالمادة التي يبحث عنها وتتناسب مع غرض الكتابة وطبيعتها.,G7.4.2.4.4, يتعرف بنية التقرير البحثي وخصائصه. ,,,,,,,,,,,,,,,,,
Grade 7,الوحدة الثالثة,3.1,(نٌّص شعرٌّي) لاميُّة الُّطْغرائِّي,3.1.1,القراءة,قراءة النصوص الادبية/معرفة الفكر الرئيسية والتفاصيل,"أن يحدد المتعلم الفكر الرئيسة والتفاصيل المساندة التي تسهم في توضيح الفكرة الرئيسة، أو الرسالة العامة، أو الدروس المقدمة في النصوص الأدبية",G7.2.1.1.1, يحدد المعنى الإجمالي للنص الأدبي موضًحا الفكر الرئيسة والجزئية فيه.,,,,,,,,,,,,,,,,,
Grade 7,الوحدة الثالثة,3.1,(نٌّص شعرٌّي) لاميُّة الُّطْغرائِّي,3.1.1,اللغة (المعجم),اللغة/اكتساب المفردات واستخدامها (المعجم),أن يفسر المفردات الجديدة من خلال سياقاتها المختلفة,G7.6.1.3.2, يُفّسُر المفرداِت باستخداِم المعجِم.,,,,,,,,,,,,,,,,,
Grade 7,الوحدة الثالثة,3.1,(نٌّص شعرٌّي) لاميُّة الُّطْغرائِّي,3.1.1,القراءة,قراءة النصوص الادبية/معرفة الفكر الرئيسية والتفاصيل,"أن يحدد المتعلم الفكر الرئيسة والتفاصيل المساندة التي تسهم في توضيح الفكرة الرئيسة، أو الرسالة العامة، أو الدروس المقدمة في النصوص الأدبية",G7.2.1.1.2, يُحّدُد الّدلالا ِت الإيحائيَّة والمجازيَّة.,,,,,,,,,,,,,,,,,
Grade 7,الوحدة الثالثة,3.1,(نٌّص شعرٌّي) لاميُّة الُّطْغرائِّي,3.1.1,القراءة,قراءة النصوص الادبية/تكامل المعرفة مع الفكر,"أن يقرأ المتعلم نصوصا شعرية وأعمالاً نثرية متنوعة ويقمها ويحللها، ويــدمــج الفكر المقدمة فيها؛ لبناء معرفة وفهم جديدين عن الفكرة المحورية، والرسائل المتضمنة في الأعمال الأدبية.",G7.2.3.1.6, يحفُظ ثمانيَة أبياٍت. ,,,,,,,,,,,,,,,,,
Grade 7,الوحدة الثالثة,3.1,قِّصٌة قصيرٌة الَّضِحك في آخِر اللَّيِل,3.1.2,القراءة,قراءة النصوص الادبية/تحليل النص,"أن يحدد المتعلم جوانب معينة في النصوص الأدبية ويفهمها،ويحلل عناصر النص وخيارات المؤلفين في اختيار الكلمت والأساليب الأدبية المناسبة لنصوصهم.",G7.2.2.1.4, يُحِّدُد العناصَر الَفنِّيَّة للقَّصِة الَقصيرة.,,,,,,,,,,,,,,,,,
Grade 7,الوحدة الثالثة,3.1,قِّصٌة قصيرٌة الَّضِحك في آخِر اللَّيِل,3.1.2,القراءة,قراءة النصوص الادبية/تحليل النص,"أن يحدد المتعلم جوانب معينة في النصوص الأدبية ويفهمها،ويحلل عناصر النص وخيارات المؤلفين في اختيار الكلمت والأساليب الأدبية المناسبة لنصوصهم.",G7.2.2.1.4," يُحّلُل الِقصَة إلى عناصِرها الَفنيَّة، موِّضًحا فكَرتَها.",,,,,,,,,,,,,,,,,
Grade 7,الوحدة الثالثة,3.1,قِّصٌة قصيرٌة الَّضِحك في آخِر اللَّيِل,3.1.2,القراءة,قراءة النصوص الادبية/تحليل النص,"أن يحدد المتعلم جوانب معينة في النصوص الأدبية ويفهمها،ويحلل عناصر النص وخيارات المؤلفين في اختيار الكلمت والأساليب الأدبية المناسبة لنصوصهم.",G7.2.2.1.5," يُحِّلُل النَّص لتحديِد وجَهِة نظِر الكاتِب، ووجهاِت نظر الَّشخصياِت.",,,,,,,,,,,,,,,,,
Grade 7,الوحدة الثالثة,3.1,قِّصٌة قصيرٌة الَّضِحك في آخِر اللَّيِل,3.1.2,القراءة,قراءة النصوص الادبية/تحليل النص,"أن يحدد المتعلم جوانب معينة في النصوص الأدبية ويفهمها،ويحلل عناصر النص وخيارات المؤلفين في اختيار الكلمت والأساليب الأدبية المناسبة لنصوصهم.",G7.2.2.1.1, يُعِّلُل استخداَم الّلغِة المَجازيَّة في النَّص الأدِّبي واصًفا كيَف تؤثِّر على النَّص. ,,,,,,,,,,,,,,,,,
Grade 7,الوحدة الثالثة,3.1,قِّصٌة قصيرٌة الَّضِحك في آخِر اللَّيِل,3.1.2,القراءة,قراءة النصوص المعلوماتية/تحليل النص,"أن يحلل المتعلم عناصر النص واختيار الكاتب للكلمات، ويقيم الطرائق التي تساهم فيها تراكيب الجمل في بناء النص، وأساليب عرض وجهة النظر، أو طريقة كتابة النص وطباعته.",G7.3.2.1.1, يُفِّسُر كلماِت الِقّصِة مستنتًجا الّدلالاِت التَّعبيريَّة فيها. ,,,,,,,,,,,,,,,,,
Grade 7,الوحدة الثالثة,3.1,نَّصَ معلوماتٌّي تاريُخ التَّدفِئَة,3.1.3,القراءة,قراءة النصوص المعلوماتية/معرفة الفكر الرئيسية والتفاصيل,"أن يقرأ المتعلم النص المعلوماتي بعمق وشمولية، ويحدد الفكرة المركزية والفكر الرئيسة، ويستنتج العلاقات ضمن النص الواحد وبين النصوص المختلفة.",G7.3.1.1.2, يَستدُّل على ارتباِط فكرتِين رئيَستَين أو أكثَر في النّص المعلوماِّتي.,,,,,,,,,,,,,,,,,
Grade 7,الوحدة الثالثة,3.1,نَّصَ معلوماتٌّي تاريُخ التَّدفِئَة,3.1.3,القراءة,قراءة النصوص المعلوماتية/معرفة الفكر الرئيسية والتفاصيل,"أن يقرأ المتعلم النص المعلوماتي بعمق وشمولية، ويحدد الفكرة المركزية والفكر الرئيسة، ويستنتج العلاقات ضمن النص الواحد وبين النصوص المختلفة.",G7.3.1.1.1, يُحِّدُد الِفَكَر الَّرئيسَة للنَّص بعَد تَحليِلِه المعلوماِت الَّصريحَة والِّضمنيَّة مستشهًدا بِعدٍد مَن الأدلَّة.,,,,,,,,,,,,,,,,,
Grade 7,الوحدة الثالثة,3.1,قِصٌة قَصيرٌة الِّرهاُن,3.1.4,القراءة,قراءة النصوص الادبية/تحليل النص,"أن يحدد المتعلم جوانب معينة في النصوص الأدبية ويفهمها،ويحلل عناصر النص وخيارات المؤلفين في اختيار الكلمت والأساليب الأدبية المناسبة لنصوصهم.",G7.2.2.1.4," يُحّلُل الِقّصَة إلى عناِصِرها الَفنِّيَّة، موّضًحا فكرتَها.",,,,,,,,,,,,,,,,,
Grade 7,الوحدة الثالثة,3.1,قِصٌة قَصيرٌة الِّرهاُن,3.1.4,القراءة,قراءة النصوص الادبية/تحليل النص,"أن يحدد المتعلم جوانب معينة في النصوص الأدبية ويفهمها،ويحلل عناصر النص وخيارات المؤلفين في اختيار الكلمت والأساليب الأدبية المناسبة لنصوصهم.",G7.2.2.1.5," يُحّلُل النَّص لتحديِد وجهِة نظِر الكاتِب، ووجهاِت نظِر الَّشخصيّاِت.",,,,,,,,,,,,,,,,,
Grade 7,الوحدة الثالثة,3.1,قِصٌة قَصيرٌة الِّرهاُن,3.1.4,القراءة,قراءة النصوص الادبية/تحليل النص,"أن يحدد المتعلم جوانب معينة في النصوص الأدبية ويفهمها،ويحلل عناصر النص وخيارات المؤلفين في اختيار الكلمت والأساليب الأدبية المناسبة لنصوصهم.",G7.2.2.1.1, يُعّلُل استخداَم الّلغِة المجازيَّة في النَّص الأدِّبي واصًفا كيَف تُؤثُر على النص. ,,,,,,,,,,,,,,,,,
Grade 7,الوحدة الثالثة,3.1,قِصٌة قَصيرٌة الِّرهاُن,3.1.4,القراءة,قراءة النصوص المعلوماتية/تحليل النص,"أن يحلل المتعلم عناصر النص واختيار الكاتب للكلمات، ويقيم الطرائق التي تساهم فيها تراكيب الجمل في بناء النص، وأساليب عرض وجهة النظر، أو طريقة كتابة النص وطباعته.",G7.3.2.1.1, يُفّسُر كلماِت القَّصِة مستنتًجا الّدلالاِت التَّعبيريَّة فيها. ,,,,,,,,,,,,,,,,,
Grade 7,الوحدة الثالثة,3.1,قِصٌة قَصيرٌة الِّرهاُن,3.1.4,القراءة,قراءة النصوص الادبية/تحليل النص,"أن يحدد المتعلم جوانب معينة في النصوص الأدبية ويفهمها،ويحلل عناصر النص وخيارات المؤلفين في اختيار الكلمت والأساليب الأدبية المناسبة لنصوصهم.",G7.2.2.1.2, يُقاِرُن مْن حيُث الأفكاُر بين نَّصين مختلَفين يَطرحاِن موضوًعا واحًدا.,,,,,,,,,,,,,,,,,
Grade 7,الوحدة الثالثة,3.1,نَّصَ معلوماتٌّي أَسواٌق شعبيَّةِ مَن العالَم.,3.1.5,القراءة,قراءة النصوص المعلوماتية/معرفة الفكر الرئيسية والتفاصيل,"أن يقرأ المتعلم النص المعلوماتي بعمق وشمولية، ويحدد الفكرة المركزية والفكر الرئيسة، ويستنتج العلاقات ضمن النص الواحد وبين النصوص المختلفة.",G7.3.1.1.2, يستدُّل على ارتباِط فكرتين رئيَستين أو أكثَر في النَّص المَعلوماتي.,,,,,,,,,,,,,,,,,
Grade 7,الوحدة الثالثة,3.1,نَّصَ معلوماتٌّي أَسواٌق شعبيَّةِ مَن العالَم.,3.1.5,القراءة,قراءة النصوص المعلوماتية/معرفة الفكر الرئيسية والتفاصيل,"أن يقرأ المتعلم النص المعلوماتي بعمق وشمولية، ويحدد الفكرة المركزية والفكر الرئيسة، ويستنتج العلاقات ضمن النص الواحد وبين النصوص المختلفة.",G7.3.1.1.1, يحِّدُد الِفَكَر الَّرئيسَة للنَّص بعَد تحليِلِه المَعلوماِت الَّصريحَة والّضمنيَة مستشهًدا بعدٍد من الأدلَّة.,,,,,,,,,,,,,,,,,
